seed,n_routed,n_merged,n_quads,n_leftover_final,seconds
656,5549,92816,51957,0,19.92711353302002
657,5521,92844,51943,0,17.155357599258423
658,5537,92828,51951,0,17.460800886154175
659,5559,92806,51962,0,16.91332745552063
660,5539,92826,51952,0,19.874149799346924
661,5531,92834,51948,0,17.031951189041138
662,5531,92834,51948,0,17.19836449623108
663,5543,92822,51954,0,16.946125984191895
664,5533,92832,51949,0,19.796047925949097
665,5539,92826,51952,0,16.923646926879883
666,5525,92840,51945,0,17.47263765335083
667,5549,92816,51957,0,17.02933669090271
668,5527,92838,51946,0,17.123744010925293
669,5519,92846,51942,0,19.77851176261902
670,5537,92828,51951,0,17.449714183807373
671,5509,92856,51937,0,16.9398410320282
672,5547,92818,51956,0,16.989583492279053
673,5531,92834,51948,0,20.042737245559692
674,5531,92834,51948,0,17.77234673500061
675,5537,92828,51951,0,17.20212435722351
676,5553,92812,51959,0,17.134238243103027
677,5543,92822,51954,0,17.387460947036743
678,5533,92832,51949,0,19.93860960006714
679,5521,92844,51943,0,17.1724636554718
680,5527,92838,51946,0,16.971449613571167
681,5533,92832,51949,0,17.379741668701172
682,5513,92852,51939,0,17.089298486709595
683,5523,92842,51944,0,20.08413577079773
684,5537,92828,51951,0,16.922770977020264
685,5545,92820,51955,0,17.34380030632019
686,5529,92836,51947,0,16.86874747276306
687,5523,92842,51944,0,19.845457792282104
688,5529,92836,51947,0,17.019578456878662
689,5517,92848,51941,0,17.329078674316406
690,5523,92842,51944,0,17.13545036315918
691,5543,92822,51954,0,19.91631555557251
692,5531,92834,51948,0,17.051564931869507
693,5513,92852,51939,0,17.486972332000732
694,5521,92844,51943,0,17.006277322769165
695,5525,92840,51945,0,17.116347312927246
696,5533,92832,51949,0,19.953057527542114
697,5547,92818,51956,0,17.5496928691864
698,5529,92836,51947,0,17.20840835571289
699,5537,92828,51951,0,17.109822273254395
700,5551,92814,51958,0,19.281271934509277
701,5543,92822,51954,0,18.390868186950684
702,5519,92846,51942,0,17.15881609916687
703,5515,92850,51940,0,17.522303819656372
704,5537,92828,51951,0,17.36894726753235
705,5531,92834,51948,0,17.246789693832397
706,5521,92844,51943,0,20.072126150131226
707,5539,92826,51952,0,17.269543409347534
708,5527,92838,51946,0,17.13847041130066
709,5517,92848,51941,0,17.148070096969604
710,5513,92852,51939,0,20.092965364456177
711,5531,92834,51948,0,17.037328720092773
712,5541,92824,51953,0,19.908596515655518
713,5517,92848,51941,0,17.094566822052002
714,5515,92850,51940,0,20.586750507354736
715,5523,92842,51944,0,17.29011845588684
716,5533,92832,51949,0,17.130686044692993
717,5529,92836,51947,0,19.992281675338745
718,5519,92846,51942,0,17.459855556488037
719,5523,92842,51944,0,20.41347312927246
720,5531,92834,51948,0,17.411656856536865
721,5531,92834,51948,0,20.164463758468628
722,5531,92834,51948,0,17.161142110824585
723,5563,92802,51964,0,20.478896617889404
724,5539,92826,51952,0,17.030229091644287
725,5525,92840,51945,0,20.351648330688477
726,5553,92812,51959,0,17.083096265792847
727,5521,92844,51943,0,21.0697762966156
728,5527,92838,51946,0,17.345999240875244
729,5525,92840,51945,0,17.370327711105347
730,5529,92836,51947,0,18.407026767730713
731,5519,92846,51942,0,17.53383183479309
732,5531,92834,51948,0,20.30628490447998
733,5531,92834,51948,0,17.706692218780518
734,5563,92802,51964,0,17.46680974960327
735,5529,92836,51947,0,17.430750131607056
736,5529,92836,51947,0,20.466851234436035
737,5551,92814,51958,0,21.697770357131958
738,5539,92826,51952,0,17.238637924194336
739,5549,92816,51957,0,17.047799348831177
740,5521,92844,51943,0,20.092867851257324
741,5523,92842,51944,0,17.438249349594116
742,5551,92814,51958,0,21.86292314529419
743,5525,92840,51945,0,17.212552785873413
744,5521,92844,51943,0,17.163472652435303
745,5539,92826,51952,0,20.044322967529297
746,5535,92830,51950,0,17.501529216766357
747,5531,92834,51948,0,21.914273977279663
748,5547,92818,51956,0,17.11367416381836
749,5543,92822,51954,0,20.31395173072815
750,5525,92840,51945,0,17.01831030845642
751,5513,92852,51939,0,22.07571506500244
752,5547,92818,51956,0,17.138216972351074
753,5533,92832,51949,0,17.2182457447052
754,5543,92822,51954,0,20.179400205612183
755,5521,92844,51943,0,21.88137722015381
756,5523,92842,51944,0,16.935208082199097
757,5549,92816,51957,0,17.031389713287354
758,5535,92830,51950,0,20.085965633392334
759,5539,92826,51952,0,18.20695948600769
760,5539,92826,51952,0,19.602550268173218
761,5529,92836,51947,0,17.040122032165527
762,5553,92812,51959,0,20.386175870895386
763,5537,92828,51951,0,20.429996728897095
764,5527,92838,51946,0,17.230788230895996
765,5569,92796,51967,0,17.052956342697144
766,5531,92834,51948,0,20.226155281066895
767,5531,92834,51948,0,20.552477836608887
768,5547,92818,51956,0,17.21402907371521
769,5541,92824,51953,0,17.161290645599365
770,5531,92834,51948,0,20.172180652618408
771,5525,92840,51945,0,17.16481590270996
772,5517,92848,51941,0,16.949016332626343
773,5533,92832,51949,0,20.31026840209961
774,5527,92838,51946,0,20.242409229278564
775,5523,92842,51944,0,17.286934852600098
776,5533,92832,51949,0,17.64259696006775
777,5539,92826,51952,0,19.98715353012085
778,5541,92824,51953,0,16.97218108177185
779,5517,92848,51941,0,17.306406497955322
780,5531,92834,51948,0,20.318783044815063
781,5539,92826,51952,0,20.089717149734497
782,5521,92844,51943,0,17.1211416721344
783,5521,92844,51943,0,17.4520423412323
784,5537,92828,51951,0,19.984824895858765
785,5541,92824,51953,0,20.015425443649292
786,5535,92830,51950,0,17.061299085617065
787,5525,92840,51945,0,16.859366178512573
788,5533,92832,51949,0,20.27221703529358
789,5533,92832,51949,0,19.919888257980347
790,5531,92834,51948,0,16.982312202453613
791,5521,92844,51943,0,17.081665754318237
792,5529,92836,51947,0,20.16558527946472
793,5553,92812,51959,0,20.078664302825928
794,5539,92826,51952,0,17.21368956565857
795,5523,92842,51944,0,17.19927716255188
796,5533,92832,51949,0,20.45315408706665
797,5527,92838,51946,0,17.372227430343628
798,5515,92850,51940,0,17.336323261260986
799,5553,92812,51959,0,20.07642650604248
800,5529,92836,51947,0,17.561501502990723
801,5543,92822,51954,0,20.369009971618652
802,5527,92838,51946,0,17.239009618759155
803,5525,92840,51945,0,20.25515103340149
804,5529,92836,51947,0,16.955591440200806
805,5513,92852,51939,0,17.11941123008728
806,5515,92850,51940,0,20.16855812072754
807,5519,92846,51942,0,20.508586168289185
808,5521,92844,51943,0,17.05977988243103
809,5521,92844,51943,0,17.333134174346924
810,5541,92824,51953,0,20.23485231399536
811,5533,92832,51949,0,20.08424735069275
812,5527,92838,51946,0,17.157758235931396
813,5535,92830,51950,0,17.207382202148438
814,5535,92830,51950,0,20.30885362625122
815,5529,92836,51947,0,19.988770723342896
816,5519,92846,51942,0,17.417154788970947
817,5535,92830,51950,0,17.81732702255249
818,5549,92816,51957,0,20.213703632354736
819,5529,92836,51947,0,17.179030656814575
820,5531,92834,51948,0,17.067626953125
821,5517,92848,51941,0,20.153116464614868
822,5551,92814,51958,0,20.133880376815796
823,5533,92832,51949,0,17.07891058921814
824,5507,92858,51936,0,16.780389070510864
825,5549,92816,51957,0,20.02422022819519
826,5543,92822,51954,0,17.105534315109253
827,5521,92844,51943,0,16.887855052947998
828,5531,92834,51948,0,20.11963653564453
829,5535,92830,51950,0,20.061463594436646
830,5523,92842,51944,0,17.097843647003174
831,5545,92820,51955,0,17.105858325958252
832,5557,92808,51961,0,20.21833562850952
833,5533,92832,51949,0,20.336729526519775
834,5539,92826,51952,0,17.774983167648315
835,5531,92834,51948,0,17.507419109344482
836,5545,92820,51955,0,20.485015630722046
837,5543,92822,51954,0,20.44272255897522
838,5529,92836,51947,0,17.248359441757202
839,5527,92838,51946,0,17.122960805892944
840,5529,92836,51947,0,20.51322317123413
841,5539,92826,51952,0,20.246060609817505
842,5535,92830,51950,0,17.3107852935791
843,5523,92842,51944,0,17.091315984725952
844,5539,92826,51952,0,20.291592359542847
845,5539,92826,51952,0,17.071406841278076
846,5509,92856,51937,0,17.283010244369507
847,5539,92826,51952,0,20.48788285255432
848,5543,92822,51954,0,17.35052514076233
849,5535,92830,51950,0,17.507843255996704
850,5549,92816,51957,0,20.386383533477783
851,5541,92824,51953,0,20.37104892730713
852,5531,92834,51948,0,17.206752061843872
853,5525,92840,51945,0,17.246931314468384
854,5537,92828,51951,0,20.41431188583374
855,5525,92840,51945,0,20.30470371246338
856,5521,92844,51943,0,17.36762762069702
857,5525,92840,51945,0,17.457244157791138
858,5533,92832,51949,0,20.690900802612305
859,5537,92828,51951,0,20.2064311504364
860,5525,92840,51945,0,17.29644012451172
861,5545,92820,51955,0,17.24522376060486
862,5551,92814,51958,0,20.419818878173828
863,5525,92840,51945,0,20.184223413467407
864,5537,92828,51951,0,17.17571711540222
865,5525,92840,51945,0,16.96431016921997
866,5539,92826,51952,0,19.122535705566406
867,5541,92824,51953,0,19.563446283340454
868,5535,92830,51950,0,17.306246995925903
869,5541,92824,51953,0,20.21684169769287
870,5539,92826,51952,0,17.32976722717285
871,5551,92814,51958,0,17.174411296844482
872,5531,92834,51948,0,20.461005210876465
873,5533,92832,51949,0,20.179372310638428
874,5527,92838,51946,0,17.40779161453247
875,5553,92812,51959,0,17.23384952545166
876,5521,92844,51943,0,20.031752586364746
877,5525,92840,51945,0,20.084301948547363
878,5533,92832,51949,0,17.00823664665222
879,5541,92824,51953,0,16.924076318740845
880,5521,92844,51943,0,19.83512568473816
881,5531,92834,51948,0,19.705427646636963
882,5531,92834,51948,0,17.095625400543213
883,5541,92824,51953,0,16.903297424316406
884,5521,92844,51943,0,20.025498390197754
885,5529,92836,51947,0,19.774223566055298
886,5527,92838,51946,0,17.15567970275879
887,5531,92834,51948,0,16.751776695251465
888,5541,92824,51953,0,19.836748600006104
889,5543,92822,51954,0,17.20905828475952
890,5523,92842,51944,0,19.971782684326172
891,5541,92824,51953,0,17.06531262397766
892,5527,92838,51946,0,17.355838775634766
893,5533,92832,51949,0,16.93227195739746
894,5527,92838,51946,0,19.705340147018433
895,5515,92850,51940,0,19.603504419326782
896,5515,92850,51940,0,17.419109344482422
897,5535,92830,51950,0,17.009024620056152
898,5533,92832,51949,0,19.99059224128723
899,5523,92842,51944,0,19.928040742874146
900,5539,92826,51952,0,17.581120014190674
901,5521,92844,51943,0,16.985499620437622
902,5541,92824,51953,0,20.215192079544067
903,5555,92810,51960,0,20.606743335723877
904,5533,92832,51949,0,17.405027389526367
905,5533,92832,51949,0,17.55097508430481
906,5527,92838,51946,0,20.183717727661133
907,5535,92830,51950,0,20.465932607650757
908,5537,92828,51951,0,17.093185901641846
909,5535,92830,51950,0,17.456141471862793
910,5529,92836,51947,0,20.112725019454956
911,5533,92832,51949,0,20.335920095443726
912,5523,92842,51944,0,16.899983644485474
913,5535,92830,51950,0,17.41276502609253
914,5539,92826,51952,0,20.233497858047485
915,5527,92838,51946,0,17.186113834381104
916,5545,92820,51955,0,20.58029055595398
917,5529,92836,51947,0,17.45586633682251
918,5521,92844,51943,0,17.2266685962677
919,5539,92826,51952,0,20.293604612350464
920,5549,92816,51957,0,17.462975025177002
921,5527,92838,51946,0,19.867058038711548
922,5529,92836,51947,0,17.097726345062256
923,5523,92842,51944,0,17.423938274383545
924,5527,92838,51946,0,20.097641468048096
925,5507,92858,51936,0,20.240325689315796
926,5555,92810,51960,0,18.600121021270752
927,5535,92830,51950,0,17.31140375137329
928,5533,92832,51949,0,16.863691091537476
929,5525,92840,51945,0,19.97019910812378
930,5511,92854,51938,0,20.287982940673828
931,5537,92828,51951,0,17.450854539871216
932,5543,92822,51954,0,17.00396990776062
933,5541,92824,51953,0,20.11695170402527
934,5533,92832,51949,0,17.346200942993164
935,5535,92830,51950,0,19.988991260528564
936,5525,92840,51945,0,17.0687518119812
937,5513,92852,51939,0,20.006038427352905
938,5533,92832,51949,0,17.338825225830078
939,5541,92824,51953,0,17.05374503135681
940,5531,92834,51948,0,19.824182748794556
941,5541,92824,51953,0,19.892881631851196
942,5537,92828,51951,0,17.100167274475098
943,5519,92846,51942,0,17.159459829330444
944,5549,92816,51957,0,20.433668613433838
945,5531,92834,51948,0,17.514400482177734
946,5527,92838,51946,0,20.41248059272766
947,5519,92846,51942,0,17.346226930618286
948,5537,92828,51951,0,20.058966159820557
949,5529,92836,51947,0,17.201536655426025
950,5545,92820,51955,0,17.0689377784729
951,5527,92838,51946,0,20.346765995025635
952,5543,92822,51954,0,20.157907247543335
953,5525,92840,51945,0,17.437750577926636
954,5541,92824,51953,0,16.84775686264038
955,5537,92828,51951,0,19.91889524459839
956,5521,92844,51943,0,19.657249927520752
957,5527,92838,51946,0,17.344541549682617
958,5523,92842,51944,0,17.060309171676636
959,5533,92832,51949,0,19.952314853668213
960,5535,92830,51950,0,17.30839705467224
961,5527,92838,51946,0,19.790111303329468
962,5521,92844,51943,0,16.939168453216553
963,5517,92848,51941,0,20.18758797645569
964,5549,92816,51957,0,17.697004556655884
965,5543,92822,51954,0,17.06702947616577
966,5523,92842,51944,0,20.063213109970093
967,5527,92838,51946,0,20.574737548828125
968,5551,92814,51958,0,17.807502031326294
969,5521,92844,51943,0,17.352497816085815
970,5509,92856,51937,0,20.26097083091736
971,5513,92852,51939,0,19.831188201904297
972,5561,92804,51963,0,17.202025413513184
973,5523,92842,51944,0,16.851635694503784
974,5517,92848,51941,0,19.773434162139893
975,5525,92840,51945,0,17.233619928359985
976,5537,92828,51951,0,16.758039236068726
977,5525,92840,51945,0,20.006035804748535
978,5533,92832,51949,0,19.874979734420776
979,5523,92842,51944,0,17.397388219833374
980,5535,92830,51950,0,17.12906002998352
981,5545,92820,51955,0,20.16571021080017
982,5513,92852,51939,0,19.939577341079712
983,5549,92816,51957,0,17.137863636016846
984,5545,92820,51955,0,17.350646495819092
985,5511,92854,51938,0,19.93344283103943
986,5545,92820,51955,0,20.02468991279602
987,5507,92858,51936,0,16.98587656021118
988,5533,92832,51949,0,17.53549885749817
989,5541,92824,51953,0,19.940000772476196
990,5523,92842,51944,0,17.070188760757446
991,5525,92840,51945,0,17.48096227645874
992,5525,92840,51945,0,19.299554347991943
993,5539,92826,51952,0,19.580196380615234
994,5547,92818,51956,0,17.064825534820557
995,5547,92818,51956,0,19.871273040771484
996,5533,92832,51949,0,17.162627458572388
997,5537,92828,51951,0,19.92534828186035
998,5541,92824,51953,0,16.851967573165894
999,5535,92830,51950,0,20.356982946395874
